suite,scope,level,contrast,scenario_count,seed_block_count,seed_block_mean,episode_median,bootstrap_ci_low,bootstrap_ci_high,win,tie,loss,bootstrap_unit
battlefield_structure,condition,mixed/D40,P-SCBBA,64,64,0.026980649477175867,0.019504598184627082,0.007419949775038761,0.047850680308406356,39,0,25,shared seed block
battlefield_structure,condition,mixed/D60,P-SCBBA,64,64,0.052229307009253094,0.0436493240237328,0.0386927220467491,0.0666259147709931,54,0,10,shared seed block
battlefield_structure,condition,uniform/D00,P-SCBBA,64,64,0.029966052666757358,0.008358185360577128,0.008216659174992078,0.05539012143478637,36,0,28,shared seed block
battlefield_structure,condition,uniform/D20,P-SCBBA,64,64,0.04489398986118123,0.01372185201566786,0.020863594224089878,0.07025639813020607,38,0,26,shared seed block
battlefield_structure,condition,uniform/D40,P-SCBBA,64,64,0.02388869223201111,0.022000303893645795,0.0034903055459392755,0.045369303020786594,40,0,24,shared seed block
battlefield_structure,condition,uniform/D60,P-SCBBA,64,64,0.048518578308273726,0.040392570466135654,0.03785334570178469,0.060247408244555045,56,0,8,shared seed block
battlefield_structure,condition,value_correlated/D00,P-SCBBA,64,64,0.01037489435163981,0.0015050253902292865,-0.004246072614078331,0.027896235612359144,33,0,31,shared seed block
battlefield_structure,condition,value_correlated/D20,P-SCBBA,64,64,0.012045159185475348,0.011053159401927443,-0.0015566491957495043,0.026876457552163925,35,0,29,shared seed block
battlefield_structure,condition,value_correlated/D40,P-SCBBA,64,64,0.04498220586083597,0.024093281313409834,0.02311785888866301,0.06826611948092617,46,0,18,shared seed block
battlefield_structure,condition,value_correlated/D60,P-SCBBA,64,64,0.05128574974310206,0.05238975211548755,0.03848601919024077,0.06417815594450382,53,0,11,shared seed block
