scenario_id,cell_id,p_bda_count,bda_group,delta_normalized_utility,delta_destroyed_value,delta_service_cost,delta_distance_cost,delta_ammo_cost,delta_realized_utility,delta_invalid_attack,delta_initial_wreck_attack,utility_identity_residual,ecdf
D2-N3-M3-Rtight-S1151,N3-M3-Rtight,3,2+,-0.469181628221263,-74.42217017001397,1.820749932203853,-0.6738595868157368,-0.5,-75.06906051540209,0,0,0.0,0.000244140625
D2-N3-M3-Rtight-S1316,N3-M3-Rtight,3,2+,-0.38212000677603736,-81.34092287968507,6.854699648062951,-0.30802096925941486,0.0,-87.8876015584886,1,1,0.0,0.00048828125
D2-N3-M3-Rtight-S1409,N3-M3-Rtight,4,2+,-0.3795536339536205,-78.16524009126391,9.131514351825569,0.0005813662432461175,0.0,-87.29733580933272,0,0,-1.4210854715202004e-14,0.000732421875
D2-N2-M3-Rtight-S1396,N2-M3-Rtight,1,1,-0.3756455432305085,-85.10109413677736,1.06358895898755,0.2337918472520567,0.0,-86.39847494301696,1,0,0.0,0.0009765625
D2-N2-M3-Rloose-S1346,N2-M3-Rloose,1,1,-0.3659787317062641,-68.57774294955442,-9.021145876552161,0.0,-1.0,-58.55659707300226,0,0,0.0,0.001220703125
D2-N2-M3-Rtight-S1192,N2-M3-Rtight,2,2+,-0.3551318165893952,-83.74118655874348,-1.5608687431825885,0.0,-0.5,-81.6803178155609,0,0,0.0,0.00146484375
D2-N2-M3-Rloose-S1493,N2-M3-Rloose,4,2+,-0.3449132355285607,-66.04049640619739,13.519419752328407,-0.729871986956838,0.5,-79.33004417156896,-1,0,0.0,0.001708984375
D2-N2-M3-Rtight-S1225,N2-M3-Rtight,1,1,-0.3437080773311207,-76.34120719694378,2.512049182019007,0.19960140719495012,0.0,-79.05285778615774,1,1,0.0,0.001953125
D2-N2-M3-Rtight-S1180,N2-M3-Rtight,1,1,-0.3401315953346802,-75.5863558038434,2.5926238021650985,0.05128732096793587,0.0,-78.23026692697644,1,1,1.4210854715202004e-14,0.002197265625
D2-N2-M3-Rtight-S1398,N2-M3-Rtight,1,1,-0.3393889268930416,-80.8518081574593,-2.4089445515190446,0.11658957945931847,-0.5,-78.05945318539958,0,0,0.0,0.00244140625
D2-N3-M3-Rtight-S1084,N3-M3-Rtight,1,1,-0.32663805021340975,-78.19606459025252,-2.0773826840926777,-0.4919303570755882,-0.5,-75.12675154908425,0,0,0.0,0.002685546875
D2-N2-M3-Rtight-S1130,N2-M3-Rtight,1,1,-0.3150155891329743,-76.8882395061169,-3.934654005532801,0.0,-0.5,-72.4535855005841,0,0,0.0,0.0029296875
D2-N2-M3-Rtight-S1305,N2-M3-Rtight,1,1,-0.3101301824773605,-75.70399376518233,-3.8740517953894305,0.0,-0.5,-71.32994196979291,0,0,1.4210854715202004e-14,0.003173828125
D2-N3-M3-Rloose-S1192,N3-M3-Rloose,3,2+,-0.30646556658255625,-80.36832123395507,-8.881240919967134,0.0,-1.0,-70.48708031398795,-1,0,0.0,0.00341796875
D2-N3-M3-Rtight-S1180,N3-M3-Rtight,1,1,-0.3044924044737251,-72.91886335112274,-1.768335277509692,-0.617275044656266,-0.5,-70.03325302895678,0,0,0.0,0.003662109375
D2-N2-M3-Rtight-S1289,N2-M3-Rtight,1,1,-0.2943370747751356,-72.63172330010809,-3.535203515493837,-0.8989925863330702,-0.5,-67.6975271982812,0,0,0.0,0.00390625
D2-N2-M3-Rloose-S1364,N2-M3-Rloose,2,2+,-0.29354383312316734,-84.3376487516237,-15.322567133295205,0.0,-1.5,-67.5150816183285,-1,0,0.0,0.004150390625
D2-N2-M5-Rtight-S1177,N2-M5-Rtight,2,2+,-0.2906036450464349,-78.9344665924145,5.941164962831252,-0.6005744917796597,0.0,-84.2750570634661,1,1,0.0,0.00439453125
D2-N3-M3-Rloose-S1141,N3-M3-Rloose,3,2+,-0.2882462631440817,-78.98395803493119,-11.1873175117924,0.0,-1.5,-66.29664052313879,-2,0,0.0,0.004638671875
D2-N3-M3-Rtight-S1420,N3-M3-Rtight,0,0,-0.28572832217079236,-73.4026867306295,-6.239124395959511,-0.9460482353877524,-0.5,-65.71751409928224,0,0,0.0,0.0048828125
D2-N2-M3-Rloose-S1114,N2-M3-Rloose,1,1,-0.28455294089942346,-76.41027087856182,-9.963094471694422,0.0,-1.0,-65.4471764068674,-1,0,0.0,0.005126953125
D2-N2-M5-Rtight-S1290,N2-M5-Rtight,2,2+,-0.2818034202835232,-78.11603774375081,3.578471258427806,0.028482880043114944,0.0,-81.72299188222172,0,0,-1.4210854715202004e-14,0.00537109375
D2-N2-M5-Rtight-S1104,N2-M5-Rtight,1,1,-0.2813197015695113,-78.82631868383274,2.4253512277337883,0.3310435435917507,0.0,-81.58271345515828,1,1,1.4210854715202004e-14,0.005615234375
D2-N3-M5-Rtight-S1156,N3-M5-Rtight,1,1,-0.27844729377821237,-85.63180985421663,-4.382094658535024,0.0,-0.5,-80.74971519568159,0,0,-1.4210854715202004e-14,0.005859375
D2-N2-M3-Rloose-S1448,N2-M3-Rloose,5,2+,-0.2727951695603352,-56.500645620696524,6.846350553734332,-0.6041071755537473,0.0,-62.742888998877106,0,0,0.0,0.006103515625
D2-N2-M3-Rloose-S1129,N2-M3-Rloose,2,2+,-0.2723235905350247,-72.17900974349264,-8.544583920436953,0.0,-1.0,-62.634425823055665,-1,0,-2.842170943040401e-14,0.00634765625
D2-N3-M5-Rtight-S1296,N3-M5-Rtight,2,2+,-0.26966271724211976,-78.2348883920027,1.0580754558106626,-0.5907758475986311,-0.5,-78.20218800021475,0,0,1.4210854715202004e-14,0.006591796875
D2-N2-M3-Rtight-S1284,N2-M3-Rtight,1,1,-0.2686151268299217,-78.19148089975806,2.1828073413564777,0.21024980786198633,0.0,-80.58453804897653,1,1,0.0,0.0068359375
D2-N3-M3-Rloose-S1416,N3-M3-Rloose,2,2+,-0.26720463309741116,-71.03709035795693,-8.395591579500447,-0.1844331660519155,-1.0,-61.45706561240456,-1,0,0.0,0.007080078125
D2-N3-M3-Rloose-S1465,N3-M3-Rloose,2,2+,-0.2667401823989751,-71.06396782696744,-8.277551948303206,-0.43617392689995504,-1.0,-61.350241951764275,-1,0,-7.105427357601002e-15,0.00732421875
D2-N3-M3-Rloose-S1274,N3-M3-Rloose,1,1,-0.2577811073605918,-81.80694970102714,-20.086149277240573,-0.43114573085045405,-2.0,-59.28965469293611,-3,0,0.0,0.007568359375
D2-N3-M3-Rtight-S1149,N3-M3-Rtight,1,1,-0.2544838342006307,-79.77903718238221,-2.2874285212523766,-0.646458400940609,-0.5,-76.34515026018921,0,0,-1.4210854715202004e-14,0.0078125
D2-N2-M5-Rtight-S1380,N2-M5-Rtight,1,1,-0.24950327973051362,-75.33995817291587,-2.2296917599621864,-0.2543152911047387,-0.5,-72.35595112184893,0,0,0.0,0.008056640625
D2-N3-M3-Rloose-S1080,N3-M3-Rloose,2,2+,-0.24929967933978048,-66.58404857719373,-7.680778714881477,-0.5643436141627396,-1.0,-57.33892624814951,-1,0,0.0,0.00830078125
D2-N3-M5-Rtight-S1221,N3-M5-Rtight,3,2+,-0.2375385469710557,-79.72208177064745,5.956087776540688,-0.16429263760809176,0.0,-85.51387690958003,0,0,-1.4210854715202004e-14,0.008544921875
D2-N3-M3-Rloose-S1069,N3-M3-Rloose,2,2+,-0.23596927458090347,-81.57719559707273,-9.786413222801691,0.0,-1.0,-70.79078237427105,-1,0,1.4210854715202004e-14,0.0087890625
D2-N2-M5-Rloose-S1063,N2-M5-Rloose,2,2+,-0.2344610191985653,-78.38695676106127,-9.393261193477315,0.0,-1.0,-67.99369556758394,-1,0,-1.4210854715202004e-14,0.009033203125
D2-N3-M5-Rtight-S1110,N3-M5-Rtight,3,2+,-0.2330588327981654,-85.31974761399651,-0.9185678066569736,0.0,-0.5,-83.90117980733953,0,0,0.0,0.00927734375
D2-N3-M3-Rloose-S1055,N3-M3-Rloose,1,1,-0.23258278490210132,-63.58346863777007,-8.542752685242622,-0.5466754250441326,-1.0,-53.49404052748331,0,0,-7.105427357601002e-15,0.009521484375
D2-N2-M3-Rloose-S1319,N2-M3-Rloose,1,1,-0.23067511219565473,-63.23972769539563,-8.467971303749561,-0.7164805866454848,-1.0,-53.05527580500059,0,0,7.105427357601002e-15,0.009765625
D2-N2-M5-Rloose-S1375,N2-M5-Rloose,2,2+,-0.2291226786229308,-67.05378728596594,-1.0123810915252704,0.40417060620926626,0.0,-66.44557680064993,1,3,0.0,0.010009765625
D2-N3-M5-Rtight-S1000,N3-M5-Rtight,0,0,-0.22835122925694784,-73.91581289762044,-6.282739393301867,-0.9112170198037073,-0.5,-66.22185648451486,0,0,-1.4210854715202004e-14,0.01025390625
D2-N3-M3-Rloose-S1460,N3-M3-Rloose,2,2+,-0.22735854197852745,-61.53599287263765,-7.548943036830643,-0.6945851807456882,-1.0,-52.292464655061316,0,0,0.0,0.010498046875
D2-N2-M3-Rloose-S1468,N2-M3-Rloose,2,2+,-0.22681570346151347,-66.33240281371803,-11.825610825933119,-0.8391801916368136,-1.5,-52.16761179614811,0,0,7.105427357601002e-15,0.0107421875
D2-N3-M3-Rloose-S1506,N3-M3-Rloose,2,2+,-0.22510116565016125,0.0,18.75910490851451,0.0,1.5,-20.259104908514512,3,3,3.552713678800501e-15,0.010986328125
D2-N2-M5-Rloose-S1153,N2-M5-Rloose,4,2+,-0.22440269731502,-73.43631143305252,6.846045636276621,0.5026139640780615,0.0,-80.7849710334072,0,0,-1.4210854715202004e-14,0.01123046875
D2-N2-M5-Rtight-S1324,N2-M5-Rtight,1,1,-0.22276707731895593,-85.04838657854997,-4.352238743725839,0.0,-0.5,-80.19614783482413,0,0,0.0,0.011474609375
D2-N2-M5-Rloose-S1431,N2-M5-Rloose,3,2+,-0.22191768628216668,-60.955550567611894,3.862337078912887,-0.4617586246964478,0.0,-64.35612902182834,0,0,0.0,0.01171875
D2-N3-M3-Rloose-S1342,N3-M3-Rloose,1,1,-0.221094244257846,-74.83204171575066,-21.367183502068407,-0.6131820343776837,-2.0,-50.851676179304576,-1,0,7.105427357601002e-15,0.011962890625
D2-N2-M3-Rloose-S1497,N2-M3-Rloose,2,2+,-0.22077509746365276,-59.85906849906259,-7.157686808796328,-0.9231092736261252,-1.0,-50.778272416640135,0,0,0.0,0.01220703125
D2-N3-M5-Rtight-S1202,N3-M5-Rtight,2,2+,-0.22061524334225446,-75.7116290884391,3.5192076050316032,0.19065090974090437,0.0,-79.4214876032116,1,1,-1.4210854715202004e-14,0.012451171875
D2-N3-M5-Rtight-S1233,N3-M5-Rtight,1,1,-0.21913910257961197,-77.70811018268314,1.1211531704609499,0.06081357551620714,0.0,-78.8900769286603,0,0,1.4210854715202004e-14,0.0126953125
D2-N2-M5-Rtight-S1271,N2-M5-Rtight,1,1,-0.21910176289212235,-78.07617277236413,0.681716390090056,0.11874547870985319,0.0,-78.87663464116405,0,0,0.0,0.012939453125
D2-N2-M5-Rtight-S1412,N2-M5-Rtight,1,1,-0.21879770170916527,-75.95868884175331,2.6942765886275843,0.11420718491860626,0.0,-78.7671726152995,0,0,-1.4210854715202004e-14,0.01318359375
D2-N2-M5-Rtight-S1370,N2-M5-Rtight,1,1,-0.21819524014480401,-77.3889856792676,1.3529192379502906,-0.19161846508846025,0.0,-78.55028645212944,1,1,1.4210854715202004e-14,0.013427734375
D2-N3-M5-Rtight-S1327,N3-M5-Rtight,1,1,-0.21610036338297192,-82.51892785555333,-4.222797037683437,0.0,-0.5,-77.7961308178699,0,0,0.0,0.013671875
D2-N2-M5-Rtight-S1435,N2-M5-Rtight,1,1,-0.2160793984081238,-75.07682311571045,2.6228736958403545,0.08888661537375953,0.0,-77.78858342692456,1,1,0.0,0.013916015625
D2-N2-M5-Rtight-S1320,N2-M5-Rtight,1,1,-0.21338553894475387,-81.48887970550601,-4.1700856853946,0.0,-0.5,-76.8187940201114,0,0,-1.4210854715202004e-14,0.01416015625
D2-N3-M5-Rtight-S1139,N3-M5-Rtight,2,2+,-0.20586871402359636,-74.3801065945875,0.4204716270798414,-0.18784117317267457,-0.5,-74.11273704849468,0,0,1.4210854715202004e-14,0.014404296875
D2-N3-M5-Rtight-S1394,N3-M5-Rtight,2,2+,-0.2016770127689239,-76.41803101969184,9.690811103486746,0.11227336745870065,0.5,-86.72111549063729,2,2,0.0,0.0146484375
D2-N2-M5-Rloose-S1435,N2-M5-Rloose,2,2+,-0.19408952980095595,-56.45108764744159,-10.506509339665921,-1.7448817515653587,-1.5,-42.69969655621031,-1,0,0.0,0.014892578125
D2-N3-M3-Rloose-S1240,N3-M3-Rloose,2,2+,-0.19026268770039634,-78.75405699992206,-18.82770347248896,-0.8475472173141824,-2.0,-57.07880631011891,-2,0,-7.105427357601002e-15,0.01513671875
D2-N2-M5-Rtight-S1114,N2-M5-Rtight,3,2+,-0.18881961685978205,-74.67045782829858,6.9121846119190025,-0.3902071905113004,0.0,-81.19243524970628,0,0,0.0,0.015380859375
D2-N3-M5-Rloose-S1492,N3-M5-Rloose,3,2+,-0.1867400167778105,-59.352836203331236,-3.689623608825549,-0.5086077289406474,-1.0,-54.154604865565034,-1,0,-7.105427357601002e-15,0.015625
D2-N2-M5-Rtight-S1084,N2-M5-Rtight,1,1,-0.18545132492662203,-80.9797422255283,-0.6924460558499597,-0.5432264512308712,0.0,-79.74406971844748,0,0,0.0,0.015869140625
D2-N3-M5-Rtight-S1265,N3-M5-Rtight,1,1,-0.1838116825684255,-77.8411293732115,1.5005795582157155,-0.3026854270042537,0.0,-79.03902350442296,1,1,-1.4210854715202004e-14,0.01611328125
D2-N3-M5-Rtight-S1254,N3-M5-Rtight,3,2+,-0.18287975803739823,-77.55379878669333,1.6261184364576948,-0.04162126706980063,-0.5,-78.63829595608124,0,0,1.4210854715202004e-14,0.016357421875
D2-N2-M5-Rloose-S1169,N2-M5-Rloose,3,2+,-0.18204449981727588,-66.17652294058014,0.20498709236939305,-0.34549009873019454,-0.5,-65.53601993421933,0,0,-1.4210854715202004e-14,0.0166015625
D2-N3-M3-Rloose-S1510,N3-M3-Rloose,1,1,-0.18180791804381485,-65.91730398440897,-21.641508072111783,-0.45997476221977457,-2.0,-41.81582115007742,0,0,0.0,0.016845703125
D2-N2-M5-Rtight-S1023,N2-M5-Rtight,1,1,-0.18064745113663766,-75.00531283954977,2.557865040475079,0.11522610872933003,0.0,-77.67840398875418,1,1,0.0,0.01708984375
D2-N3-M5-Rtight-S1134,N3-M5-Rtight,2,2+,-0.17914806070029538,-79.60856232975047,-1.4473684615103366,-0.627527767113117,-0.5,-77.03366610112701,0,0,0.0,0.017333984375
D2-N2-M5-Rloose-S1363,N2-M5-Rloose,3,2+,-0.1787577577648662,-55.51439978427257,7.999167262894527,0.33922574818472584,0.5,-64.35279279535182,-1,0,-1.4210854715202004e-14,0.017578125
D2-N3-M5-Rloose-S1317,N3-M5-Rloose,7,2+,-0.17845243755251045,-54.23095249468213,10.734872851950463,-0.7229478277288384,0.0,-64.24287751890375,1,0,1.4210854715202004e-14,0.017822265625
D2-N3-M5-Rtight-S1494,N3-M5-Rtight,2,2+,-0.17825689900739858,-78.45804383272952,-1.5724765203371334,0.2648992607890106,-0.5,-76.65046657318139,0,0,0.0,0.01806640625
D2-N2-M5-Rtight-S1394,N2-M5-Rtight,1,1,-0.17008326328203835,-75.34752479854939,-2.4603838299243765,0.748662242651482,-0.5,-73.1358032112765,0,0,1.4210854715202004e-14,0.018310546875
D2-N3-M5-Rtight-S1224,N3-M5-Rtight,1,1,-0.1692356089099781,-75.77407964594195,-2.2366626172955826,-0.26610519735576954,-0.5,-72.77131183129059,0,0,-1.4210854715202004e-14,0.0185546875
D2-N3-M5-Rloose-S1417,N3-M5-Rloose,3,2+,-0.16141844644844733,-66.42710313582482,-6.856559501202334,-0.45990291318144827,-1.0,-58.11064072144104,-1,0,-7.105427357601002e-15,0.018798828125
D2-N3-M3-Rloose-S1023,N3-M3-Rloose,2,2+,-0.15986746663975307,-13.126005791323095,11.357553407823055,0.09523546321434195,1.0,-25.578794662360494,3,0,3.552713678800501e-15,0.01904296875
D2-N3-M5-Rtight-S1062,N3-M5-Rtight,2,2+,-0.15887872456679455,-71.81193208193301,-2.9645378899251327,-0.029542628286198802,-0.5,-68.31785156372166,0,0,-1.4210854715202004e-14,0.019287109375
D2-N3-M5-Rloose-S1029,N3-M5-Rloose,4,2+,-0.15854394101770652,-51.28086234502234,5.5863160659142395,0.2086403554377707,0.0,-57.07581876637434,1,1,-1.4210854715202004e-14,0.01953125
D2-N2-M3-Rloose-S1026,N2-M3-Rloose,1,1,-0.15668244989765986,-59.53526094324801,-20.66883925846527,-0.82945820832098,-2.0,-36.036963476461764,0,0,0.0,0.019775390625
D2-N2-M5-Rloose-S1314,N2-M5-Rloose,3,2+,-0.1522070516750115,-55.69220259611639,0.11049862860556914,-0.5081626217178061,-0.5,-54.79453860300415,0,0,0.0,0.02001953125
D2-N3-M3-Rloose-S1178,N3-M3-Rloose,3,2+,-0.15027766037903378,0.0,21.505570119994125,0.5388555406512835,2.0,-24.044425660645402,0,0,-7.105427357601002e-15,0.020263671875
D2-N2-M5-Rloose-S1123,N2-M5-Rloose,2,2+,-0.14790116790093827,-65.91677341895546,-10.618342001159231,-0.5540109734584373,-1.5,-53.24442044433778,-2,0,-7.105427357601002e-15,0.0205078125
D2-N3-M3-Rloose-S1012,N3-M3-Rloose,2,2+,-0.14672933687220438,-55.43203051371749,-8.798676581365068,-1.114552870691106,-1.5,-44.01880106166132,-1,0,7.105427357601002e-15,0.020751953125
D2-N3-M5-Rloose-S1362,N3-M5-Rloose,6,2+,-0.1431966576756386,-53.03058966347197,8.089859682681194,0.4541134543714209,0.0,-61.5745628005246,1,0,1.4210854715202004e-14,0.02099609375
D2-N2-M5-Rloose-S1110,N2-M5-Rloose,3,2+,-0.13609146996340715,-58.999204230970506,-7.881961063322574,-0.6243139808213594,-1.5,-48.99292918682657,-2,0,7.105427357601002e-15,0.021240234375
D2-N3-M3-Rloose-S1213,N3-M3-Rloose,3,2+,-0.13588852031769594,0.0,20.242163250831346,0.0,1.5,-21.742163250831346,3,3,0.0,0.021484375
D2-N2-M3-Rloose-S1470,N2-M3-Rloose,2,2+,-0.13015160015372929,0.0,19.324256024596686,0.0,1.5,-20.824256024596686,3,3,0.0,0.021728515625
D2-N3-M3-Rloose-S1154,N3-M3-Rloose,2,2+,-0.1298868556862024,0.0,19.281896909792383,0.0,1.5,-20.781896909792383,3,3,0.0,0.02197265625
D2-N3-M5-Rloose-S1159,N3-M5-Rloose,4,2+,-0.12908824058926638,0.0,33.901072240281486,0.5345175306057588,3.0,-37.43558977088725,0,0,0.0,0.022216796875
D2-N2-M3-Rloose-S1402,N2-M3-Rloose,2,2+,-0.1260799531765859,0.0,18.672792508253746,0.0,1.5,-20.172792508253746,0,0,0.0,0.0224609375
D2-N2-M3-Rloose-S1070,N2-M3-Rloose,2,2+,-0.12449714192690176,0.0,18.41954270830428,0.0,1.5,-19.91954270830428,3,3,0.0,0.022705078125
D2-N3-M3-Rloose-S1420,N3-M3-Rloose,7,2+,-0.1220188827959674,-6.33856432717738,20.319545056776086,0.40623365911904474,1.0,-28.064343043072498,2,0,-1.4210854715202004e-14,0.02294921875
D2-N2-M3-Rloose-S1038,N2-M3-Rloose,1,1,-0.1207377035516523,-26.083115221656005,-6.25858904690387,-0.0064936064877718636,-0.5,-19.318032568264368,0,0,3.552713678800501e-15,0.023193359375
D2-N2-M3-Rloose-S1050,N2-M3-Rloose,3,2+,-0.1178988935899111,0.0,16.565750482511504,0.7980724918742669,1.5,-18.863822974385776,3,3,7.105427357601002e-15,0.0234375
D2-N3-M3-Rloose-S1246,N3-M3-Rloose,2,2+,-0.11707186058364957,0.0,17.231497693383933,0.0,1.5,-18.731497693383933,3,3,0.0,0.023681640625
D2-N3-M5-Rloose-S1412,N3-M5-Rloose,3,2+,-0.11494172118973225,-54.235771047658154,-3.3456486800615295,-0.4651822560117544,-1.0,-49.424940111584874,0,0,0.0,0.02392578125
D2-N3-M5-Rloose-S1284,N3-M5-Rloose,2,2+,-0.1071377648584109,-70.95496556353108,-21.595041207621854,-0.7906854667925332,-2.5,-46.06923888911668,-2,0,-7.105427357601002e-15,0.024169921875
D2-N3-M5-Rloose-S1290,N3-M5-Rloose,5,2+,-0.10478594525135189,0.0,33.4948357513461,1.2281045391405718,3.0,-37.72294029048668,6,3,7.105427357601002e-15,0.0244140625
D2-N2-M5-Rloose-S1214,N2-M5-Rloose,9,2+,-0.10113601265513224,0.0,27.24030974576524,0.5891339242231102,1.5,-29.32944366998835,2,2,0.0,0.024658203125
D2-N3-M5-Rloose-S1363,N3-M5-Rloose,3,2+,-0.09988303778271368,-52.74581078329467,-7.279674212610701,-1.0164303241171118,-1.5,-42.949706246566876,0,0,1.4210854715202004e-14,0.02490234375
D2-N3-M5-Rloose-S1482,N3-M5-Rloose,5,2+,-0.09808647920011361,0.0,31.60887927028625,0.702253241754651,3.0,-35.3111325120409,0,0,0.0,0.025146484375
D2-N3-M5-Rloose-S1198,N3-M5-Rloose,4,2+,-0.09378749052433086,-16.24297693443299,21.068867257268316,1.0167767337609588,2.0,-40.32862092546226,4,3,0.0,0.025390625
D2-N2-M3-Rloose-S1417,N2-M3-Rloose,3,2+,-0.09331228347903614,0.0,19.961825200178303,0.0,1.5,-21.46182520017831,0,0,7.105427357601002e-15,0.025634765625
D2-N2-M3-Rloose-S1040,N2-M3-Rloose,9,2+,-0.0896356174339386,0.0,19.37221045869692,0.7439815511089576,0.5,-20.61619200980588,-1,0,0.0,0.02587890625
D2-N3-M3-Rtight-S1222,N3-M3-Rtight,1,1,-0.08913211787731584,0.0,7.336235435985417,0.1856551729730081,0.5,-8.021890608958426,0,0,0.0,0.026123046875
D2-N3-M3-Rloose-S1278,N3-M3-Rloose,1,1,-0.08889407339214513,0.0,7.24311613356887,0.25735047172419107,0.5,-8.000466605293063,1,1,1.7763568394002505e-15,0.0263671875
D2-N3-M3-Rloose-S1264,N3-M3-Rloose,3,2+,-0.08747102669916745,0.0,12.742089704838918,0.2532745670278662,1.0,-13.99536427186679,2,0,7.105427357601002e-15,0.026611328125
D2-N2-M3-Rloose-S1343,N2-M3-Rloose,2,2+,-0.0862898136904085,0.0,12.541420372711862,0.2649498177534928,1.0,-13.806370190465358,2,0,3.552713678800501e-15,0.02685546875
D2-N2-M3-Rloose-S1037,N2-M3-Rloose,3,2+,-0.08547419113079255,0.0,18.15906396008228,0.0,1.5,-19.659063960082285,0,0,7.105427357601002e-15,0.027099609375
D2-N3-M3-Rloose-S1179,N3-M3-Rloose,3,2+,-0.08510366879165232,3.496130977434504,15.20064014283551,0.4120778412633679,1.5,-13.616587006664371,3,0,-3.552713678800501e-15,0.02734375
D2-N2-M3-Rloose-S1222,N2-M3-Rloose,1,1,-0.08426014275114174,-14.085207933036827,-0.5764017197829716,-0.0271833730711748,0.0,-13.48162284018268,1,0,0.0,0.027587890625
D2-N2-M3-Rloose-S1368,N2-M3-Rloose,2,2+,-0.08359932645509355,0.0,17.727845084671525,0.0,1.5,-19.22784508467152,3,3,-3.552713678800501e-15,0.02783203125
D2-N3-M3-Rloose-S1118,N3-M3-Rloose,2,2+,-0.08310932556033553,0.0,17.61514487887717,0.0,1.5,-19.11514487887717,3,3,0.0,0.028076171875
D2-N3-M3-Rloose-S1329,N3-M3-Rloose,3,2+,-0.08262457730221218,0.0,11.293868153733296,0.9260642146206548,1.0,-13.219932368353952,2,2,0.0,0.0283203125
D2-N3-M3-Rloose-S1331,N3-M3-Rloose,2,2+,-0.08256333846313768,0.0,11.384799299328613,0.8253348547734165,1.0,-13.210134154102029,2,0,0.0,0.028564453125
D2-N3-M3-Rloose-S1399,N3-M3-Rloose,2,2+,-0.08254125881468571,0.0,11.892247578464378,0.3143538318853287,1.0,-13.206601410349705,2,0,-1.7763568394002505e-15,0.02880859375
D2-N3-M3-Rloose-S1061,N3-M3-Rloose,4,2+,-0.0817596108621576,3.1294787481073882,20.434189246403633,0.0,1.5,-18.804710498296245,3,3,0.0,0.029052734375
D2-N3-M3-Rloose-S1353,N3-M3-Rloose,3,2+,-0.08086257244356365,0.0,16.63224398903646,0.46614767298317517,1.5,-18.598391662019637,3,0,0.0,0.029296875
D2-N3-M3-Rloose-S1155,N3-M3-Rloose,2,2+,-0.08066776118800423,0.0,11.407987699978776,0.49885409010190496,1.0,-12.906841790080676,2,0,-3.552713678800501e-15,0.029541015625
D2-N3-M3-Rloose-S1243,N3-M3-Rloose,2,2+,-0.0801391542165586,0.0,10.887328986172335,0.9349356884770378,1.0,-12.822264674649368,2,0,-5.329070518200751e-15,0.02978515625
D2-N2-M3-Rloose-S1176,N2-M3-Rloose,3,2+,-0.07982329854812409,0.0,14.822540591944485,2.0368180741240662,1.5,-18.359358666068545,2,0,-7.105427357601002e-15,0.030029296875
D2-N3-M3-Rtight-S1429,N3-M3-Rtight,1,1,-0.07954965846831152,-4.027778791466432,7.197772285830522,1.0023942776328818,0.5,-12.727945354929837,1,1,0.0,0.0302734375
D2-N2-M3-Rloose-S1249,N2-M3-Rloose,8,2+,-0.07950004324516105,0.0,18.285009946387042,0.0,0.0,-18.285009946387042,2,2,0.0,0.030517578125
D2-N3-M5-Rloose-S1371,N3-M5-Rloose,3,2+,-0.07715603140845465,0.0,20.875249108451854,0.0,1.5,-22.375249108451847,3,3,-7.105427357601002e-15,0.03076171875
D2-N3-M3-Rtight-S1030,N3-M3-Rtight,1,1,-0.07702016722423026,0.0,10.810908698051831,0.5123180578250106,1.0,-12.323226755876842,2,2,0.0,0.031005859375
D2-N3-M5-Rloose-S1452,N3-M5-Rloose,3,2+,-0.07670590289220791,0.0,20.744711838740287,0.0,1.5,-22.2447118387403,3,3,1.4210854715202004e-14,0.03125
D2-N3-M3-Rloose-S1268,N3-M3-Rloose,3,2+,-0.07604318394242658,0.0,15.309377676986816,0.680554629771295,1.5,-17.489932306758114,0,0,0.0,0.031494140625
D2-N3-M3-Rloose-S1184,N3-M3-Rloose,4,2+,-0.07557124989200101,5.385736879077278,21.204910257386885,0.06221409685062507,1.5,-17.38138747516023,3,3,0.0,0.03173828125
D2-N3-M3-Rtight-S1422,N3-M3-Rtight,1,1,-0.07553982671548262,0.0,6.298584404393437,0.0,0.5,-6.798584404393437,1,1,0.0,0.031982421875
D2-N2-M3-Rloose-S1141,N2-M3-Rloose,3,2+,-0.07500239552904978,0.0,15.023455193643109,0.7270957780383407,1.5,-17.25055097168145,0,0,0.0,0.0322265625
D2-N3-M5-Rloose-S1431,N3-M5-Rloose,3,2+,-0.07480708759290111,0.0,20.194055401941306,0.0,1.5,-21.69405540194132,3,3,1.4210854715202004e-14,0.032470703125
D2-N3-M3-Rloose-S1229,N3-M3-Rloose,3,2+,-0.07450820303797182,0.0,14.886511570653639,0.7503751280798725,1.5,-17.136886698733512,3,0,0.0,0.03271484375
D2-N2-M5-Rloose-S1452,N2-M5-Rloose,5,2+,-0.07293009510221121,0.0,20.14972757964125,0.0,1.0,-21.14972757964125,2,2,0.0,0.032958984375
D2-N2-M3-Rloose-S1087,N2-M3-Rloose,2,2+,-0.07276265992479691,0.0,9.833922924815013,0.8081026631524881,1.0,-11.642025587967503,2,0,1.7763568394002505e-15,0.033203125
D2-N3-M3-Rloose-S1180,N3-M3-Rloose,3,2+,-0.072707430351718,0.0,20.3122291055154,0.0,1.5,-21.8122291055154,3,3,0.0,0.033447265625
D2-N3-M3-Rloose-S1273,N3-M3-Rloose,4,2+,-0.07267805053120421,1.617786448010655,17.478138569573677,-0.14440049938605193,1.0,-16.71595162217697,-1,0,0.0,0.03369140625
